#Organism group,Strain,Isolate,Create date,Location,Isolation source,AMR genotypes,Virulence genotypes,Stress genotypes,AST phenotypes,Host disease
"Staphylococcus pseudintermedius","HI_0008","PDT001771972.1","2023-06-05T23:35:28Z","USA: Walnut Grove, Greene County, Missouri","Drainage or DRN","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0007","PDT001771973.1","2023-06-05T23:35:38Z","USA: South Roxana, Madison County, Illinois","tissue","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0005","PDT001771974.1","2023-06-05T23:35:46Z","USA: Pevely, Jefferson County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrS1=COMPLETE","icaC=COMPLETE","qacC=COMPLETE,qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0004","PDT001771975.1","2023-06-05T23:35:53Z","USA: Saint Louis, St. Louis County, Missouri","tissue","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0006","PDT001771976.1","2023-06-05T23:36:00Z","USA: Pevely, Jefferson County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0003","PDT001771977.1","2023-06-05T23:36:06Z","USA: Saint Louis, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0002","PDT001771978.1","2023-06-05T23:36:20Z","USA: Glen Carbon, Madison County, Illinois","Drainage or DRN","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0100","PDT001771979.1","2023-06-05T23:36:27Z","USA: Kansas","wound swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0001","PDT001771980.1","2023-06-05T23:36:39Z","USA: Glen Carbon, Madison County, Illinois","Drainage or DRN","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0099","PDT001771981.1","2023-06-05T23:36:43Z","USA: Nebraska","urine","blaI=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0094","PDT001771982.1","2023-06-05T23:36:54Z","USA: Kansas","urine","erm(C)=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0095","PDT001771983.1","2023-06-05T23:36:57Z","USA: Kansas","wound swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,grlA_S80I=POINT,mecA=COMPLETE,mecR1=PARTIAL","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0093","PDT001771984.1","2023-06-05T23:37:11Z","USA: Kansas","urine","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0092","PDT001771985.1","2023-06-05T23:37:25Z","USA: Kansas","wound swab","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0090","PDT001771986.1","2023-06-05T23:37:34Z","USA: Kansas","skin swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0091","PDT001771987.1","2023-06-05T23:37:34Z","USA: Kansas","wound swab",,"icaC=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0089","PDT001771988.1","2023-06-05T23:37:44Z","USA: Kansas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0088","PDT001771989.1","2023-06-05T23:37:51Z","USA: Nebraska","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0087","PDT001771990.1","2023-06-05T23:38:12Z","USA: Kansas","wound swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0086","PDT001771991.1","2023-06-05T23:38:30Z","USA: Kansas","wound swab","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0085","PDT001771992.1","2023-06-05T23:38:31Z","USA: Kansas","skin biopsy",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0082","PDT001771993.1","2023-06-05T23:38:37Z","USA: Nebraska","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0080","PDT001771994.1","2023-06-05T23:38:38Z","USA: Kansas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0079","PDT001771995.1","2023-06-05T23:38:48Z","USA: Kansas","foot swab",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0078","PDT001771996.1","2023-06-05T23:39:06Z","USA: Missouri","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0077","PDT001771997.1","2023-06-05T23:39:18Z","USA: North Dakota","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=PARTIAL_END_OF_CONTIG",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0075","PDT001771998.1","2023-06-05T23:39:19Z","USA: Kansas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0076","PDT001771999.1","2023-06-05T23:39:33Z","USA: Colorado","skin biopsy","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0074","PDT001772000.1","2023-06-05T23:39:33Z","USA: Kansas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0073","PDT001772001.1","2023-06-05T23:39:45Z","USA: Colorado","urine swab","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0071","PDT001772002.1","2023-06-05T23:40:02Z","USA: Kansas","skin swab","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0072","PDT001772003.1","2023-06-05T23:40:08Z","USA: Missouri","skin swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0070","PDT001772004.1","2023-06-05T23:40:09Z","USA: Kansas","skin swab","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0069","PDT001772005.1","2023-06-05T23:40:13Z","USA: Puerto Rico","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrS1=COMPLETE,grlA_S80I=POINT,mecA=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacC=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0068","PDT001772006.1","2023-06-05T23:40:28Z","USA: Kansas","skin swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0065","PDT001772007.1","2023-06-05T23:40:41Z","USA: Nebraska","incision swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0067","PDT001772008.1","2023-06-05T23:40:45Z","USA: Missouri","urine swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0064","PDT001772009.1","2023-06-05T23:40:55Z","USA: Kansas","wound swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0066","PDT001772010.1","2023-06-05T23:40:59Z","USA: Kansas","skin","blaI=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0049","PDT001772011.1","2023-06-05T23:41:18Z","USA: Jerseyville, Jersey County, Illinois","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0048","PDT001772012.1","2023-06-05T23:41:36Z","USA: Saint Louis, St. Louis County, Missouri","wound",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0046","PDT001772013.1","2023-06-05T23:41:49Z","USA: Springfield, Greene County, Missouri","respiratory","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0045","PDT001772014.1","2023-06-05T23:41:57Z","USA: Springfield, Greene County, Missouri","respiratory","blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0044","PDT001772015.1","2023-06-05T23:42:10Z","USA: Tucson, Pima County, Arizona","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0043","PDT001772016.1","2023-06-05T23:42:23Z","USA: Hillsboro, Jefferson County, Missouri","tissue",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0035","PDT001772017.1","2023-06-05T23:42:32Z","USA: Saint Louis, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0034","PDT001772018.1","2023-06-05T23:43:00Z","USA: Florissant, St. Louis County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0032","PDT001772019.1","2023-06-05T23:43:05Z","USA: Edwardsville, Madison County, Illinois","tissue","dfrG=COMPLETE",,,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0033","PDT001772020.1","2023-06-05T23:43:18Z","USA: Saint Charles, St. Charles County, Missouri","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0031","PDT001772021.1","2023-06-05T23:43:33Z","USA: Park Hills, St. Francois County, Missouri","abscess","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0030","PDT001772022.1","2023-06-05T23:43:40Z","USA: Saint Louis, St. Louis County, Missouri","respiratory","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0028","PDT001772023.1","2023-06-05T23:44:04Z","USA: Fenton, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0027","PDT001772024.1","2023-06-05T23:44:08Z","USA: Ironton, Iron County, Missouri","wound","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0026","PDT001772025.1","2023-06-05T23:44:14Z","USA: Saint Charles, St. Charles County, Missouri","tissue",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0025","PDT001772026.1","2023-06-05T23:44:37Z","USA: Saint Charles, St. Charles County, Missouri","tissue",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0023","PDT001772027.1","2023-06-05T23:44:48Z","USA: Saint Louis, St. Louis County, Missouri","abscess",,"sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0024","PDT001772028.1","2023-06-05T23:44:56Z","USA: Saint Charles, St. Charles County, Missouri","tissue","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0022","PDT001772029.1","2023-06-05T23:45:27Z","USA: Mineral Point, Washington County, Missouri","wound",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0021","PDT001772030.1","2023-06-05T23:45:39Z","USA: Vandalia, Fayette County, Illinois","respiratory",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0020","PDT001772031.1","2023-06-05T23:45:45Z","USA: Saint Louis, St. Louis County, Missouri","wound","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0018","PDT001772032.1","2023-06-05T23:46:00Z","USA: Godfrey, Madison County, Illinois","tissue","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0098","PDT001772033.1","2023-06-05T23:46:29Z","USA: Kansas","urine swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","HI_0017","PDT001772034.1","2023-06-05T23:46:30Z","USA: Potosi, Washington County, Missouri","wound","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0097","PDT001772035.1","2023-06-05T23:46:41Z","USA: Kansas","abscess swab","blaI=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0096","PDT001772036.1","2023-06-05T23:47:18Z","USA: Kansas","urine","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0063","PDT001772037.1","2023-06-05T23:47:24Z","USA: Kansas","skin swab",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0062","PDT001772038.1","2023-06-05T23:47:30Z","USA: Nebraska","wound swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0061","PDT001772039.1","2023-06-05T23:47:54Z","USA: Kansas","skin biopsy","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0060","PDT001772040.1","2023-06-05T23:48:01Z","USA: Michigan","urine","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0059","PDT001772041.1","2023-06-05T23:48:11Z","USA: Nebraska","incision swab","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0058","PDT001772042.1","2023-06-05T23:48:26Z","USA: Kansas","abscess swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0057","PDT001772043.1","2023-06-05T23:48:49Z","USA: Kansas","skin swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0056","PDT001772044.1","2023-06-05T23:48:53Z","USA: North Dakota","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0055","PDT001772045.1","2023-06-05T23:49:29Z","USA: Kansas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0054","PDT001772046.1","2023-06-05T23:49:29Z","USA: Kansas","wound swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0053","PDT001772047.1","2023-06-05T23:49:42Z","USA: Kansas","skin biopsy","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0051","PDT001772048.1","2023-06-05T23:50:14Z","USA: Kansas","abscess swab","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0052","PDT001772049.1","2023-06-05T23:50:17Z","USA: Kansas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0050","PDT001772050.1","2023-06-05T23:50:33Z","USA: Michigan","skin swab","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0049","PDT001772051.1","2023-06-05T23:50:55Z","USA: Kansas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0048","PDT001772052.1","2023-06-05T23:51:01Z","USA: Colorado","draining tract swab","blaI=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0046","PDT001772053.1","2023-06-05T23:51:07Z","USA: Kansas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0043","PDT001772054.1","2023-06-05T23:51:40Z","USA: Kansas","urine","blaI=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0044","PDT001772055.1","2023-06-05T23:51:51Z","USA: Nebraska","skin biopsy",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0045","PDT001772056.1","2023-06-05T23:51:57Z","USA: North Dakota","wound swab","blaI=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0042","PDT001772057.1","2023-06-05T23:52:21Z","USA: Kansas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,grlA_D84G=POINT","icaC=COMPLETE","qacG=COMPLETE",,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0041","PDT001772058.1","2023-06-05T23:52:40Z","USA: Kansas","abscess swab","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0040","PDT001772059.1","2023-06-05T23:52:41Z","USA: Kansas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0039","PDT001772060.1","2023-06-05T23:52:56Z","USA: Kansas","skin swab","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=PARTIAL","icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0038","PDT001772061.1","2023-06-05T23:53:11Z","USA: North Dakota","skin swab","blaI=COMPLETE,blaZ=COMPLETE",,,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0037","PDT001772062.1","2023-06-05T23:53:19Z","USA: Kansas","surgical plate",,"icaC=COMPLETE",,,"Staphylococcal infection"
"Staphylococcus pseudintermedius","AI_0036","PDT001772063.1","2023-06-05T23:53:30Z","USA: Kansas","skin",,"icaC=COMPLETE",,,"Staphylococcal infection"
